name,streets_count_average
JkLVcqz9ChNjD7QCzihmHX,2.081694402420575
Jya6RXvP8Wf1ikPwdHV6Oi,1.6045279383429671
KYHhI7A93xnfcJ9MI2zUcG,1.0
LQQYKmoXfun~SUenLKD126,1.946324032540105
MToPBv42bH4858APSA8bbw,1.0
MZBhElsa2HKazr~Gq_NfdT,1.0
N7tNNgtzsZIz91L5o97XiL,1.2582858711315446
NB4MK82L_LIDtIDwkDlwKf,1.0
Ni3E7Ga2nbZaH3gIUr68Sw,2.177430061640588
NyK3LWlLAM_6Q1Ki_WjWA2,1.2493133319247833
O2I3wCnxH7ZBiKS91kcGKz,1.2036031262418863
OArPzdjQKWWs3YOeeeOUYp,1.0
OHRMXql0oYnEmM8Ub349tK,3.0494186046511627
OTzLpt~flFy4zFV~tTSDLG,1.1013974858017994
PASOwqg4bqelZGeBNfGmkW,1.3177338335346855
PBpIZ4zxR2T5ah~wujWKZ6,1.6223182250860364
PHVixHB7keWvKw~lV9AzPT,3.0406976744186047
Pbn6LztcscMmi39eXiGTFO,3.054652369422345
Plg_lYsHhZ~lbOLm8EbMzO,3.063165905631659
PyUhevJcbO8~8KCz~GyF6B,1.0
PzNNaC6Ri4ODA1PZChtGSu,1.0139329562698303
QnfVpkcPLYWcmCMLAgLwEi,1.0
RAjoJZR9I~4WEXFLjcoJfV,1.2051554610682966
RQqQ6Mn7ISFj53p93WfKwL,3.009188361408882
RaI~tZhtb97Bq3fnTjv7~g,1.0
Rd8jQgUZRgDYxos9zSMyE2,1.8165495706479313
Rmve3UzNXu8i73gwz3Hcsg,2.952177016416845
RyDsI2uUJDKcNR25zqMHrb,1.9906019812039624
S9E8PxoqnKT1rAa6C2DWD_,1.1689779147406265
SNa82p0Lt1BWSS_uuU~5od,3.0227439471753486
So1yg6nEYSCUJ2HtQEACZb,1.0006586037600287
SozVASL7_tX4rZk3um_wn~,3.174648901692474
TwgomDrSm5IZN~izNsr~_3,1.380873979556836
U3etI2HcaOlKoyeQsD8tyh,1.15169779286927
Uvc7N0bwa1A4k_aOmN8Cek,1.3139187962122194
V8nhfgPDe6usS2aFnKOxgv,1.1647763887098852
VbOp8DOMVuNoo4n6uVZfWw,1.0
VtaQNLYHaUSBfDViZO43Dw,1.551789264413519
W5hVW3QBzrrESCFrHcK2ud,1.4671811886901327
WFdDaluz85MvRYS_INAuRo,1.0
WS7towINaLwEodYbAAX0_s,2.0368425439693256
YPoOQUf6BcUokUh9T6s75t,1.602195005567043
YT6~HE3E4l8oW6ZCjxfNEH,1.6802446823300432
ZXLjIjtPleyNEKe1vxhYak,1.2354772634166324
_v1tef_~YEIuIYmiE8TjLb,1.0
_y4BgYps2BBQHH9BDNHjlN,3.0248275862068965
a4AhMaoP_hdrwt7rxVACRh,1.0
aWrsILaeY0LdPPwlX2pZlx,2.9818043972706594
bB3x~e3JCksmqNA1dHc8Aq,1.4810771992818672
bRzGgzO7yxjdamWLdIlM6t,1.0
bgJqawmyIDDxxJoBLMiGPo,1.0
eGW16Zea5kqTpAXhcKL3Jr,1.108642972536349
eftkdK5uRZgtu78T0o8fW9,2.9748427672955975
el8hrEKQVGEuK0FkG1~E4g,1.3776274244474516
f2q4ZkOGZv66smrUe_BBGI,1.0
f65cLlLQjYPlNzvhAKjtTy,1.0092442950416962
gNkcW67ZJaj~HKEaA00RAt,1.7599891274802935
iGqdzm1u0jghx7OQDTlbNi,1.200138624155259
iti9mUPtzIB8OixZNMhUwM,1.7750437004168347
jAuSsjoEeZmvAqWYDHmpe_,3.040231844527787
jqO822_OjmAVTs7zHkMXZd,1.2847239016525593
jq~7MRxdVX1Dmw0eHtokl7,1.0
jxqm~5YNA6w9aYcqx7bsKi,2.926926926926927
k0KiAyezEFWjp11J10zTZw,1.697465819036837
kJ0pxOjRS4H5Yi1b2h43Qj,2.142041980843693
ku2FgXFlZt9OelRjQ5malr,1.4606362467866323
l5RHCJUvXJArRcRQeqyS1S,1.0094569505685773
lBUENvs06pBEZWJbrXarSL,1.0
lCYdS5fBrjL9qcIqaOX2QA,1.0
lDYIm6Gv6bYoY4Vq7ocWeG,2.9053452115812917
lc2CvDMVYchlmVAxkUDQAk,1.0
nmgPY_kp1IkpiTtIGovIkX,1.5482145937553906
oT2pGfs6W93qBBVOIIZEWW,2.084441044276561
o_mo4SbWWSXfMcmuQzpywV,1.0
oo9FenMazcQdqWHPEUNF4A,1.1220300950369588
oqcixnsiX8mRO1kZlrDyCx,1.2703305149884705
pk0LbO_cqdFQKAF9l_3g5b,1.5934730056406123
ppxraetk1sFUgsCsrGY9cz,1.0
pto_tBGwMYLFwsxPpIySlb,1.0924027339642481
pvq8jd1EVPPgwx10pzqMfE,2.2121283763815827
q45F7pV4MUmwKR5R4gRIx2,1.4136054421768707
qRIDXcGjwm~cxaoNM8acoP,1.0
qRpAPWTYmm3SLsTDuv4Dja,1.0
qYFwBvNfsGNXhdCn4orsXN,1.4558647026732132
qb4vUH63BqXUiHrSVC_1wf,1.0108542277216976
qeJXc6F3B~KXckvG68BYcA,1.119170096021948
rSQRXmfVZCY0oNoYvDNn7A,1.0
rgkbZti9Vcfrnxgh5ZoCOJ,2.7216773757186337
rs7GZklbcFBG_dRLmrxo_I,1.0
tFn4zu_Shvg92Ew7A6nQoS,1.0579446292924855
tWzV4BTVy0m80Rbvlx9rWa,1.0
tvDDR6IFRUKNnleaWnrydC,1.0
u3iAN8jLZTX9Wiba_QgZYw,1.0
uASENFeRB04ePMZ84O6IpR,1.0
uhQn2mKAV~mJelpMkg0wMB,1.0
unsHkjjNEwsxXm26E~wlvb,1.8798021434460017
uq8h3B2GrcoY2Ra~87aW63,1.8958687040181097
vCeX7xmuh1VD1EX_4jyBMf,2.214633529374565
v_lfvjaCeJfpbPhayTvKow,1.7747402549554196
vj3FPIAQOKLA3W9uazTuoA,1.9816285998013903
w8jluCL_rRcpSVug~l873W,1.0244155075466115
wDUGKCgnqFIW2DSvEUoJY7,1.2825995555288605
wWc3yQaWLh7F9lqPH7xWgk,2.0326454941157506
wpIalFkdmJu_Ozag_61m9T,1.0389533594500702
wpffJfqlgm0gyNKeIvtGH0,2.857510453522033
xEIS0uAtpZMMtToRoJfrH2,1.0959957096889525
xIKmXfIeIt5rRra7pDcOL7,1.2167893563854932
yzPor_m9nZsL_elHr0fjrq,2.0754058299877816
zNRidcoV28jSMsD2SSsBkR,3.04864
zQh88xX8q6yIBClnvGzLd1,1.0
zXFYkmbFJe2XI5wpdSnfIn,2.4542726493283795
